Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
,The Story of Edgar Sawtelle,David Wroblewski,,,,9780061374227,,,,,,,,2012/06/01,2012/06/01,,,read,,,,1,,,0,,,,,
,The Handmaid's Tale,Margaret Atwood,,,038549081,,,,,,,,,2012/06/01,2012/06/01,,,read,,,,1,,,0,,,,,
,Nevermore,Kelly Creagh,,,,9781442402003,,,,,,,,2012/07/01,2012/07/01,,,read,,,,1,,,0,,,,,
,Kill the Messenger,Tami Hoag,,,,9780553583588,,,,,,,,2012/08/01,2012/08/01,,,read,,,,1,,,0,,,,,
,Island Beneath the Sea,Isabel Allende,,,,9780061988240,,,,,,,,2012/08/01,2012/08/01,,,read,,,,1,,,0,,,,,
,Dragons of Summer Flame,Margaret Weis,,,,9781439572443,,,,,,,,2012/08/01,2012/08/01,,,read,,,,1,,,0,,,,,
,Now Is the Hour,Tom Spanbauer,,,,9780618584215,,,,,,,,2012/08/01,2012/08/01,,,read,,,,1,,,0,,,,,
,A Thousand Splendid Suns,Khaled Hosseini,,,,9781594489501,,,,,,,,2012/09/01,2012/09/01,,,read,,,,1,,,0,,,,,
,Nightfall,L.J. Smith,,,,9780061720772,,,,,,,,2012/09/01,2012/09/01,,,read,,,,1,,,0,,,,,
,Stardust,Neil Gaiman,,,,9780061142024,,,,,,,,2012/09/01,2012/09/01,,,read,,,,1,,,0,,,,,
,Balzac and the Little Chinese Seamstress,Dai Sijie,,,,9780385722209,,,,,,,,2012/09/01,2012/09/01,,,read,,,,1,,,0,,,,,
,Wonderstruck,Brian Selznick,,,,9780545027892,,,,,,,,2012/10/01,2012/10/01,,,read,,,,1,,,0,,,,,
,Wicked Lovely,Melissa Marr,,,,9780061214653,,,,,,,,2012/10/01,2012/10/01,,,read,,,,1,,,0,,,,,
,Incarceron,Catherine Fisher,,,,9780340893609,,,,,,,,2012/10/01,2012/10/01,,,read,,,,1,,,0,,,,,
,The Skin Map,Stephen R. Lawhead,,,,9781400316731,,,,,,,,2012/11/01,2012/11/01,,,read,,,,1,,,0,,,,,
,Malice,Lisa Jackson,,,,9780758236494,,,,,,,,2012/11/01,2012/11/01,,,read,,,,1,,,0,,,,,
,Fay,Larry Brown,,,,9780743205382,,,,,,,,2012/11/01,2012/11/01,,,read,,,,1,,,0,,,,,
,Consider Phlebas,Iain M. Banks,,,,9781857231380,,,,,,,,2012/11/01,2012/11/01,,,read,,,,1,,,0,,,,,
,Water for Elephants,Sara Gruen,,,,9781565125605,,,,,,,,2012/12/01,2012/12/01,,,read,,,,1,,,0,,,,,
,Chthon,Piers Anthony,,,,9780738811512,,,,,,,,2012/12/01,2012/12/01,,,read,,,,1,,,0,,,,,
,A Dialogue on Personal Identity and Immortality,John R. Perry,,,,9780915144532,,,,,,,,2012/12/01,2012/12/01,,,read,,,,1,,,0,,,,,
,The Hobbit,J.R.R. Tolkien,,,,9781405629423,,,,,,,,2012/12/01,2012/12/01,,,read,,,,1,,,0,,,,,
,The Picture of Dorian Gray,Oscar Wilde,,,,9798792366251,,,,,,,,2013/01/01,2013/01/01,,,read,,,,1,,,0,,,,,
,"Fruits Basket, Vol. 2",Natsuki Takaya,,,,9781591826040,,,,,,,,2013/01/01,2013/01/01,,,read,,,,1,,,0,,,,,
,The Way of Kings,Brandon Sanderson,,,,9780765326355,,,,,,,,2013/02/01,2013/02/01,,,read,,,,1,,,0,,,,,
,A Game of Thrones,George R.R. Martin,,,,9780553588484,,,,,,,,2013/02/01,2013/02/01,,,read,,,,1,,,0,,,,,
,Hamlet,William Shakespeare,,,,9780521618748,,,,,,,,2013/04/01,2013/04/01,,,read,,,,1,,,0,,,,,
,The Metamorphosis,Franz Kafka,,,,9780553213690,,,,,,,,2013/04/01,2013/04/01,,,read,,,,1,,,0,,,,,
,Les Miserables,Victor Hugo,,,,9780679866688,,,,,,,,2013/05/01,2013/05/01,,,read,,,,1,,,0,,,,,
,Frankenstien,Mary Shelley,,,,,,,,,,,,2013/05/01,2013/05/01,,,read,,,,1,,,0,,,,,
,Murder in the Marais,Cara Black,,,,9781569471593,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,Stones from the River,Ursula Hegi,,,,9780684844770,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,Running with Scissors,Augusten Burroughs,,,,9780312422271,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,John Steinbeck: Travels with Charley and Later Novels 1947-1962,John Steinbeck,,,,9781598530049,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,The Hawthorne Legacy,Jennifer Lynn Barnes,,,,9780759557635,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,2061: Odyssey Three,Arthur C. Clarke,,,,9780586203194,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,Eve of Destruction,S.J. Day,,,,,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,The Choice,Nicholas Sparks,,,,9780446579926,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,Metro 2033,Dmitry Glukhovsky,,,,9781481845700,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,"2010, Odyssey 2",Arthur C. Clarke,,,0345303059,,,,,,,,,2013/06/01,2013/06/01,,,read,,,,1,,,0,,,,,
,Head Into the Wind,Robinson Barnwell,,,,,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Mr. Robbins Rides Again,Edward Streeter,,,,,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,The Historian,Elizabeth Kostova,,,,9780751537284,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Tantrum,Jules Feiffer,,,,,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Murder in Belleville,Cara Black,,,,9781569472798,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Night Road,Kristin Hannah,,,,9780312364427,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Sentinel,Matthew Dunn,,,,9781409121305,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,The Novels of Tiger and Del Volume 1: Sword-Dancer Sword-Singer ,Jennifer Roberson,,,,9780756403195,,,,,,,,2013/07/01,2013/07/01,,,read,,,,1,,,0,,,,,
,Eon: Dragoneye Reborn,Alison Goodman,,,,9780670062270,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Hold on Tight,Stephanie Tyler,,,,9780440244363,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Divided Lives,Elsa Walsh,,,,9780385484473,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Angel Falls,Kristin Hannah,,,,9780345484277,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Too Hot to Hold,Stephanie Tyler,,,,9780440244356,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Beowulf's Children,Jerry Pournelle,,,,,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,Full Blast,Janet Evanovich,,,,,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,"Lucifer and the Biscuit Hammer, Vol. 2",Satoshi Mizukami,,,,,,,,,,,,2013/08/01,2013/08/01,,,read,,,,1,,,0,,,,,
,The House Gun,Nadine Gordimer,,,,9780747542575,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,The Dreamer,Pam Munoz Ryan,,,,9780439269704,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,Catching Fire,Suzanne Collins,,,,9781760265311,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,Mockingjay,Suzanne Collins,,,,9780439023511,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,Exodus,Leon Uris,,,,9780553258479,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,The Dreaming Void,Peter F. Hamilton,,,,9780345496539,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,The Darkness That Comes Before,R. Scott Bakker,,,,9781585676774,,,,,,,,2013/09/01,2013/09/01,,,read,,,,1,,,0,,,,,
,Illumination,Terry McGarry,,,,,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,The Shell Game,Steve Alten,,,,,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,Giraffe,J.M. Ledgard,,,,9780099490531,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,How to Read the Bible,Marc Zvi Brettler,,,,9780827607750,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,Blind Eye,Stuart MacBride,,,,9780007244577,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,The House of the Spirits,Isabel Allende,,,,9780553383805,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,Breakfast at Tiffany's,Truman Capote,,,0679745653,,,,,,,,,2013/10/01,2013/10/01,,,read,,,,1,,,0,,,,,
,The Guernsey Literary and Potato Peel Pie Society ,Annie Barrows,,,,9781984801814,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,Saving the World,Julia Alvarez,,,,9781565125100,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,Under Enemy Colors,Sean Thomas Russell,,,,,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,The Shadow of the Wind,Carlos Ruiz Zafón,,,,9780143034902,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,1001 Books You Must Read Before You Die,Peter Boxall,,,,9780789313706,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,Animal Farm,George Orwell,,,,9789897785962,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,The Scarlet Letter,Nathaniel Hawthorne,,,,9780521567831,,,,,,,,2013/12/01,2013/12/01,,,read,,,,1,,,0,,,,,
,Love in the Time of Cholera,Gabriel Garc�a M�rquez ,,,,9781400034680,,,,,,,,2014/01/01,2014/01/01,,,read,,,,1,,,0,,,,,
,Lady Chatterley's Lover,D.H. Lawrence,,,,9780394604305,,,,,,,,2014/01/01,2014/01/01,,,read,,,,1,,,0,,,,,
,The Portrait of a Lady,Henry James,,,,9780141439631,,,,,,,,2014/02/01,2014/02/01,,,read,,,,1,,,0,,,,,
,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,,,,9781592975013,,,,,,,,2014/02/01,2014/02/01,,,read,,,,1,,,0,,,,,
,Oliver Twist [Adaptation],Charles Dickens,,,,9780679803911,,,,,,,,2014/03/01,2014/03/01,,,read,,,,1,,,0,,,,,
,The Grapes of Wrath,John Steinbeck,,,,9780670016907,,,,,,,,2014/03/01,2014/03/01,,,read,,,,1,,,0,,,,,
,Hood,Stephen R. Lawhead,,,,9781595540850,,,,,,,,2014/04/01,2014/04/01,,,read,,,,1,,,0,,,,,
,Foundling,D.M. Cornish,,,,9780399246388,,,,,,,,2014/04/01,2014/04/01,,,read,,,,1,,,0,,,,,
,The Dovekeepers,Alice Hoffman,,,,9781451617474,,,,,,,,2014/05/01,2014/05/01,,,read,,,,1,,,0,,,,,
,Permanence,Karl Schroeder,,,,,,,,,,,,2014/05/01,2014/05/01,,,read,,,,1,,,0,,,,,
,Stealing Heaven,Marion Meade,,,,,,,,,,,,2014/06/01,2014/06/01,,,read,,,,1,,,0,,,,,
,Starry River of the Sky,Grace Lin,,,,9780316215534,,,,,,,,2014/06/01,2014/06/01,,,read,,,,1,,,0,,,,,
,The Black Angel,John Connolly,,,,9780743487870,,,,,,,,2014/07/01,2014/07/01,,,read,,,,1,,,0,,,,,
,The Swan Thieves,Elizabeth Kostova,,,,9781847442406,,,,,,,,2014/07/01,2014/07/01,,,read,,,,1,,,0,,,,,
,Cheating at Solitaire,Jane Haddam,,,,,,,,,,,,2014/08/01,2014/08/01,,,read,,,,1,,,0,,,,,
,Runner,Thomas Perry,,,,9781608479092,,,,,,,,2014/08/01,2014/08/01,,,read,,,,1,,,0,,,,,
,Dazzle,Judith Krantz,,,,9780553293760,,,,,,,,2014/09/01,2014/09/01,,,read,,,,1,,,0,,,,,
,The Kingdom on the Waves,M.T. Anderson,,,,9780763629502,,,,,,,,2014/09/01,2014/09/01,,,read,,,,1,,,0,,,,,
,A Clash of Kings,George R.R. Martin,,,,9780553381696,,,,,,,,2014/10/01,2014/10/01,,,read,,,,1,,,0,,,,,
,Pale Demon,Kim Harrison,,,,9780061138065,,,,,,,,2014/10/01,2014/10/01,,,read,,,,1,,,0,,,,,
,Warsaw Requiem,Bodie Thoene,,,,9781414301129,,,,,,,,2014/11/01,2014/11/01,,,read,,,,1,,,0,,,,,
,Sidewinder,Mike Dunn,,,,9780380763719,,,,,,,,2014/11/01,2014/11/01,,,read,,,,1,,,0,,,,,
,The Iron Lance,Stephen R. Lawhead,,,,9780061051098,,,,,,,,2014/12/01,2014/12/01,,,read,,,,1,,,0,,,,,
,The Legend of Broken,Caleb Carr,,,,9781400062836,,,,,,,,2014/12/01,2014/12/01,,,read,,,,1,,,0,,,,,
,To the Lighthouse,Virginia Woolf,,,0156907399,,,,,,,,,2015/01/01,2015/01/01,,,read,,,,1,,,0,,,,,
,Orlando,Virginia Woolf,,,,9780141184272,,,,,,,,2015/01/01,2015/01/01,,,read,,,,1,,,0,,,,,
,Mrs. Dalloway,Virginia Woolf,,,,9780151009985,,,,,,,,2015/02/01,2015/02/01,,,read,,,,1,,,0,,,,,
,Dark of the Sun,Chelsea Quinn Yarbro,,,,9780765311030,,,,,,,,2015/02/01,2015/02/01,,,read,,,,1,,,0,,,,,
,Endangered Species: Short Stories,Gene Wolfe,,,,9780765310330,,,,,,,,2015/03/01,2015/03/01,,,read,,,,1,,,0,,,,,
,Revenge of the Witch,Joseph Delaney,,,,9780060766207,,,,,,,,2015/04/01,2015/04/01,,,read,,,,1,,,0,,,,,
,The Last Apprentice: Curse of the Bane (Book 2),Joseph Delaney,,,,9780060766214,,,,,,,,2015/04/01,2015/04/01,,,read,,,,1,,,0,,,,,
,Night of the Soul Stealer,Joseph Delaney,,,,9780060766245,,,,,,,,2015/05/01,2015/05/01,,,read,,,,1,,,0,,,,,
,Gates to Buddhist Practice: Essential Teachings of a Tibetan Master,Chagdud Tulku,,,,,,,,,,,,2015/05/01,2015/05/01,,,read,,,,1,,,0,,,,,
,The Stoneholding,James G. Anderson,,,,,,,,,,,,2015/06/01,2015/06/01,,,read,,,,1,,,0,,,,,
,Hunger's Brides,W. Paul Anderson,,,,9780679312000,,,,,,,,2015/07/01,2015/07/01,,,read,,,,1,,,0,,,,,
,The Fallen Blade: Act One of the Assassini,Jon Courtenay Grimwood,,,,9780316074391,,,,,,,,2015/08/01,2015/08/01,,,read,,,,1,,,0,,,,,
,Starhawk,Jack McDevitt,,,,9780425260852,,,,,,,,2015/08/01,2015/08/01,,,read,,,,1,,,0,,,,,
,Maya's Notebook,Isabel Allende,,,,9780062105622,,,,,,,,2015/09/01,2015/09/01,,,read,,,,1,,,0,,,,,
,The Selection,Kiera Cass,,,,9780062059932,,,,,,,,2015/10/01,2015/10/01,,,read,,,,1,,,0,,,,,
,The Blade Itself,Joe Abercrombie,,,,9780575079793,,,,,,,,2015/10/01,2015/10/01,,,read,,,,1,,,0,,,,,
,Brotherhood of the Wolf,David Farland,,,,9780812570694,,,,,,,,2015/11/01,2015/11/01,,,read,,,,1,,,0,,,,,
,The Black Company,Glen Cook,,,,,,,,,,,,2015/12/01,2015/12/01,,,read,,,,1,,,0,,,,,
,Embraced by Darkness,Keri Arthur,,,,9780553589610,,,,,,,,2015/12/01,2015/12/01,,,read,,,,1,,,0,,,,,
,The Sorrow Of War: A Novel of North Vietnam,Bảo Ninh,,,,9781573225434,,,,,,,,2016/01/01,2016/01/01,,,read,,,,1,,,0,,,,,
,Lone Wolf,Jodi Picoult,,,,9781439102756,,,,,,,,2016/01/01,2016/01/01,,,read,,,,1,,,0,,,,,
,World on Fire: How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability,Amy Chua,,,,9780385721868,,,,,,,,2016/01/01,2016/01/01,,,read,,,,1,,,0,,,,,
,Dreamkeepers: A Spirit-Journey Into Aboriginal Australia,Harvey Arden,,,0060925809,,,,,,,,,2016/01/01,2016/01/01,,,read,,,,1,,,0,,,,,
,Last Night I Dreamed of Peace: The Diary of Dang Thuy Tram,Đặng Thùy Trâm,,,,9780307347381,,,,,,,,2016/07/01,2016/07/01,,,read,,,,1,,,0,,,,,
,Words of Radiance,Brandon Sanderson,,,,9780765326362,,,,,,,,2016/08/01,2016/08/01,,,read,,,,1,,,0,,,,,
,Romance of the Three Kingdoms,Luo Guanzhong,,,,9789996221729,,,,,,,,2016/09/01,2016/09/01,,,read,,,,1,,,0,,,,,
,The Noble Quran (?????? ??????) Arabic Languange Edition,King Fahd Complex For The Printing of The Holy Quran,,,,,,,,,,,,2016/10/31,2016/10/31,,,read,,,,1,,,0,,,,,
,A Single Pebble,John Hersey,,,,9780394756974,,,,,,,,2016/11/01,2016/11/01,,,read,,,,1,,,0,,,,,
,The Good Earth,Pearl S. Buck,,,,9781416500186,,,,,,,,2016/12/31,2016/12/31,,,read,,,,1,,,0,,,,,
,Destination Saigon,Walter Mason,,,,,,,,,,,,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
,Daughter of the House,Rosie Thomas,,,,9781468311747,,,,,,,,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
,West with the Night,Beryl Markham,,,,9780865471184,,,,,,,,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
,These Shallow Graves,Jennifer Donnelly,,,,9780385737654,,,,,,,,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
,Culture Shock! Korea,Sonja Vegdahl Hur,,,,,,,,,,,,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
,Letters to a Young Scientist,Edward O. Wilson,,,,9780871403773,,,,,,,,2017/02/01,2017/02/01,,,read,,,,1,,,0,,,,,
,Room,Emma Donoghue,,,,9780316098328,,,,,,,,2017/03/01,2017/03/01,,,read,,,,1,,,0,,,,,
,All the Light We Cannot See,Anthony Doerr,,,,9781476746586,,,,,,,,2017/04/01,2017/04/01,,,read,,,,1,,,0,,,,,
,Eat Pray Love,Elizabeth Gilbert,,,,9780143038412,,,,,,,,2017/05/01,2017/05/01,,,read,,,,1,,,0,,,,,
,Bhagavad-Gita As It Is,A.C. Bhaktivedanta Swami Prabhupāda,,,,,,,,,,,,2017/06/01,2017/06/01,,,read,,,,1,,,0,,,,,
,Conquistadora,Esmeralda Santiago,,,,9780307938978,,,,,,,,2017/07/01,2017/07/01,,,read,,,,1,,,0,,,,,
,The Botany of Desire,Michael Pollan,,,,9780375760396,,,,,,,,2017/08/01,2017/08/01,,,read,,,,1,,,0,,,,,
,The Thousand Autumns of Jacob de Zoet,David Mitchell,,,,9781400065455,,,,,,,,2017/09/01,2017/09/01,,,read,,,,1,,,0,,,,,
,More Devil than Saint,Count Alfred De Marigay,,,,,,,,,,,,2017/10/01,2017/10/01,,,read,,,,1,,,0,,,,,
,Why God Won't Go Away: Brain Science and the Biology of Belief,Eugene G. D'Aquili,,,,9780345440341,,,,,,,,2017/11/01,2017/11/01,,,read,,,,1,,,0,,,,,
,The Sea,John Banville,,,,9781400097029,,,,,,,,2017/12/01,2017/12/01,,,read,,,,1,,,0,,,,,
,A Clockwork Orange,Anthony Burgess,,,,9780062314260,,,,,,,,2018/01/01,2018/01/01,,,read,,,,1,,,0,,,,,
,House of Leaves,Mark Z. Danielewski,,,,9780385603102,,,,,,,,2018/02/01,2018/02/01,,,read,,,,1,,,0,,,,,
,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,,,,9780060987107,,,,,,,,2018/03/01,2018/03/01,,,read,,,,1,,,0,,,,,
,God Has No Grandchildren,Kim Kyung-uk,,,,9781628971170,,,,,,,,2018/04/01,2018/04/01,,,read,,,,1,,,0,,,,,
,The Salmon Who Dared to Leap Higher,Ahn Do-Hyun,,,,9781447269991,,,,,,,,2018/05/01,2018/05/01,,,read,,,,1,,,0,,,,,
,The Descendants of Cain,Hwang Sun-won,,,,,,,,,,,,2018/06/01,2018/06/01,,,read,,,,1,,,0,,,,,
,Trees on a Slope,Sun-won Hwang,,,,9780824874483,,,,,,,,2018/07/01,2018/07/01,,,read,,,,1,,,0,,,,,
,The Age of Innocence,Edith Wharton,,,,9781593081430,,,,,,,,2018/08/01,2018/08/01,,,read,,,,1,,,0,,,,,
,Maggie: A Girl of the Streets,Stephen Crane,,,,9781420925241,,,,,,,,2018/09/01,2018/09/01,,,read,,,,1,,,0,,,,,
,Hungry Hearts,Anzia Yezierska,,,,9780141180052,,,,,,,,2018/09/01,2018/09/01,,,read,,,,1,,,0,,,,,
,The Acts of King Arthur and His Noble Knights,John Steinbeck,,,,9780141186306,,,,,,,,2018/10/01,2018/10/01,,,read,,,,1,,,0,,,,,
,The Fifth Season,N.K. Jemisin,,,,9780316229296,,,,,,,,2018/10/01,2018/10/01,,,read,,,,1,,,0,,,,,
,"Progressive Inequality: Rich and Poor in New York, 1890-1920",David N. Huyssen,,,,,,,,,,,,2018/11/01,2018/11/01,,,read,,,,1,,,0,,,,,
,Blindsight,Peter Watts,,,,9780765312181,,,,,,,,2018/11/30,2018/11/30,,,read,,,,1,,,0,,,,,
,The Diary of a Shirtwaist Striker: Public Monuments and Modern Poets,Theresa S. Malkiel,,,,9780875461687,,,,,,,,2018/12/01,2018/12/01,,,read,,,,1,,,0,,,,,
,Rebel Fay,Barb Hendee,,,,9780451461216,,,,,,,,2018/12/01,2018/12/01,,,read,,,,1,,,0,,,,,
,The Last Wish,Andrzej Sapkowski,,,,9780316149655,,,,,,,,2019/01/01,2019/01/01,,,read,,,,1,,,0,,,,,
,Sword of Destiny,Andrzej Sapkowski,,,,9781473211537,,,,,,,,2019/01/01,2019/01/01,,,read,,,,1,,,0,,,,,
,Blood of Elves,Andrzej Sapkowski,,,,9780316029193,,,,,,,,2019/02/01,2019/02/01,,,read,,,,1,,,0,,,,,
,The Time of Contempt,Andrzej Sapkowski,,,,9780316219136,,,,,,,,2019/02/01,2019/02/01,,,read,,,,1,,,0,,,,,
,The Gunslinger,Stephen King,,,,9780452284692,,,,,,,,2019/03/01,2019/03/01,,,read,,,,1,,,0,,,,,
,Baptism of Fire,Andrzej Sapkowski,,,,9780316219181,,,,,,,,2019/03/01,2019/03/01,,,read,,,,1,,,0,,,,,
,The Tower of the Swallow,Andrzej Sapkowski,,,,9781473211568,,,,,,,,2019/04/01,2019/04/01,,,read,,,,1,,,0,,,,,
,The Lady of the Lake,Andrzej Sapkowski,,,,9780316273831,,,,,,,,2019/04/01,2019/04/01,,,read,,,,1,,,0,,,,,
,Record of a Spaceborn Few,Becky Chambers,,,,9781473647619,,,,,,,,2019/05/01,2019/05/01,,,read,,,,1,,,0,,,,,
,Please Enjoy Your Happiness,Paul Brinkley-Rogers,,,,9781509806065,,,,,,,,2019/05/01,2019/05/01,,,read,,,,1,,,0,,,,,
,Talon of God,Wesley Snipes,,,,9780062668165,,,,,,,,2019/06/01,2019/06/01,,,read,,,,1,,,0,,,,,
,Persons Unknown,Susie Steiner,,,,9781509445530,,,,,,,,2019/06/01,2019/06/01,,,read,,,,1,,,0,,,,,
,America for Beginners,Leah Franqui,,,,9780062668776,,,,,,,,2019/07/01,2019/07/01,,,read,,,,1,,,0,,,,,
,Live Free or Die,John Ringo,,,,9781439133323,,,,,,,,2019/07/01,2019/07/01,,,read,,,,1,,,0,,,,,
,A Perilous Undertaking,Deanna Raybourn,,,,9780698198456,,,,,,,,2019/08/01,2019/08/01,,,read,,,,1,,,0,,,,,
,Fatal Voyage,Kathy Reichs,,,,9781416510567,,,,,,,,2019/08/01,2019/08/01,,,read,,,,1,,,0,,,,,
,A People's History of the Vampire Uprising,Raymond A. Villareal,,,,9780316561686,,,,,,,,2019/09/01,2019/09/01,,,read,,,,1,,,0,,,,,
,A Hiss Before Dying,Rita Mae Brown,,,,9781432838812,,,,,,,,2019/09/01,2019/09/01,,,read,,,,1,,,0,,,,,
,Avengers of the Moon,Allen M. Steele,,,,9780765382184,,,,,,,,2019/10/01,2019/10/01,,,read,,,,1,,,0,,,,,
,Wolverine: Origin,Paul Jenkins,,,,9780785123286,,,,,,,,2019/10/01,2019/10/01,,,read,,,,1,,,0,,,,,
,Ivanhoe,Walter Scott,,,,9780140436587,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,The Adventure Zone: Murder on the Rockport Limited!,Clint McElroy,,,,9781250153715,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,The Planet Factory: Exoplanets and the Search for a Second Earth,Elizabeth Tasker,,,,,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,A Passage to Shambhala,Jon Baird,,,,9781476727394,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,The Visitors,Sally Beauman,,,,9780751551679,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,"Good Morning, Midnight",Lily Brooks-Dalton,,,,9780812998900,,,,,,,,2019/11/01,2019/11/01,,,read,,,,1,,,0,,,,,
,Warp,Lev Grossman,,,,9780312170592,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,The Spawn of Lilith,Dana Fredsti,,,,9781785656149,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Grim Death and Bill the Electrocuted Criminal,Mike Mignola,,,,9781250077684,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,The Map of the Sky,Félix J. Palma,,,,9781451660319,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,The Secret History of Twin Peaks,Mark Frost,,,,9781250075581,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Halo: The Cole Protocol,Tobias S. Buckell,,,,9780765315700,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Lexicon,Max Barry,,,,9781594205385,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,"The Familiar, Volume 1: One Rainy Day in May",Mark Z. Danielewski,,,,9780375714948,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Penne Dreadful,Catherine Bruns,,,,9781492684251,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Outbreak,Davis Bunn,,,,9780764217920,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,The Binding,Bridget Collins,,,,9780008272111,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Flamebringer,Elle Katharine White,,,,9780062747990,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,The Travelling Cat Chronicles,Hiro Arikawa,,,,9780451491336,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
